shareholder,type,holding_date,pct_of_shares,shares_amount,change,turnover,symbol,company_name,industry,close_price_amount,close_price_currency,shares_value
"Dimensional Fund Advisors, L.P.",Investment Advisor/Hedge Fund,31 May 2023,0.0451%,7095900.0,0,LOW,EMI,Emperador Inc. (EMI),"Food & Beverages, Distillers & Wineries",0.52,SGD ,3689868.0
Tan (Hoo Kiat Roger),Individual Investor,05 May 2022,65.0000%,120250000.0,0,-,ENV,LS 2 Holdings (ENV),"Industrial & Commercial Services, Environmental Services & Equipment",0.099,SGD ,11904750.0
Ong (Khong Weng Alvin),Individual Investor,05 May 2022,20.0000%,37000000.0,0,-,ENV,LS 2 Holdings (ENV),"Industrial & Commercial Services, Environmental Services & Equipment",0.099,SGD ,3663000.0
Tiger Brokers (Singapore) Pte. Ltd.,Corporation,05 May 2022,14.5379%,26895100.0,"26,895,100",LOW,ENV,LS 2 Holdings (ENV),"Industrial & Commercial Services, Environmental Services & Equipment",0.099,SGD ,2662614.9
Ng (Kim Wah),Individual Investor,05 May 2022,0.0110%,20400.0,"20,400",-,ENV,LS 2 Holdings (ENV),"Industrial & Commercial Services, Environmental Services & Equipment",0.099,SGD ,2019.6000000000001
Wong (Chew Peng),Individual Investor,05 May 2022,0.0054%,10000.0,"10,000",-,ENV,LS 2 Holdings (ENV),"Industrial & Commercial Services, Environmental Services & Equipment",0.099,SGD ,990.0
Choo (Chee Onn),Individual Investor,17 Jun 2022,19.1042%,108843298.0,0,-,ER0,KSH (ER0),"Industrial & Commercial Services, Construction & Engineering",0.33,SGD ,35918288.34
Kwok (Ngat Khow),Individual Investor,17 Jun 2022,14.2619%,81255273.0,0,-,ER0,KSH (ER0),"Industrial & Commercial Services, Construction & Engineering",0.33,SGD ,26814240.09
Tok (Cheng Hoe),Individual Investor,17 Jun 2022,14.2619%,81255273.0,0,-,ER0,KSH (ER0),"Industrial & Commercial Services, Construction & Engineering",0.33,SGD ,26814240.09
Lim (Kee Seng),Individual Investor,17 Jun 2022,11.9770%,68237360.0,0,-,ER0,KSH (ER0),"Industrial & Commercial Services, Construction & Engineering",0.33,SGD ,22518328.8
Yip (Sau Leung),Individual Investor,28 Dec 2022,4.8640%,27711687.0,"-564,200",-,ER0,KSH (ER0),"Industrial & Commercial Services, Construction & Engineering",0.33,SGD ,9144856.71
Trevose International Pte Ltd,Corporation,09 Mar 2022,24.0082%,132079200.0,0,-,F03,Food Empire (F03),"Food & Beverages, Food Processing",1.03,SGD ,136041576.0
Tan (Guek Ming),Individual Investor,03 Apr 2023,12.4285%,68374600.0,0,-,F03,Food Empire (F03),"Food & Beverages, Food Processing",1.03,SGD ,70425838.0
Nair (Sudeep),Individual Investor,23 Aug 2022,11.9562%,65776399.0,"1,500,000",-,F03,Food Empire (F03),"Food & Beverages, Food Processing",1.03,SGD ,67749690.97
Tan (Wang Cheow),Individual Investor,03 Apr 2023,9.5321%,52440000.0,0,LOW,F03,Food Empire (F03),"Food & Beverages, Food Processing",1.03,SGD ,54013200.0
Fidelity Management &amp; Research Company LLC,Investment Advisor,22 Aug 2022,6.4435%,35448422.0,"-12,843,778",LOW,F03,Food Empire (F03),"Food & Beverages, Food Processing",1.03,SGD ,36511874.660000004
DBS Group Holdings Ltd,Corporation,16 Sep 2022,18.3917%,218367670.0,0,-,F10,FJ Benjamin (F10/FJBN.SI),"Retailers, Apparel & Accessories Retailers",0.021,SGD ,4585721.07
Western Properties Pte. Ltd.,Corporation,16 Sep 2022,16.7218%,198540000.0,0,-,F10,FJ Benjamin (F10/FJBN.SI),"Retailers, Apparel & Accessories Retailers",0.021,SGD ,4169340.0000000005
Lim (Eng Hock),Individual Investor,16 Sep 2022,9.1824%,109024320.0,0,-,F10,FJ Benjamin (F10/FJBN.SI),"Retailers, Apparel & Accessories Retailers",0.021,SGD ,2289510.72
Raffles Investments Ltd.,Corporation,16 Sep 2022,8.3927%,99648000.0,0,-,F10,FJ Benjamin (F10/FJBN.SI),"Retailers, Apparel & Accessories Retailers",0.021,SGD ,2092608.0000000002
Benjamin (Eli Manasseh),Individual Investor,16 Sep 2022,2.6707%,31710050.0,0,-,F10,FJ Benjamin (F10/FJBN.SI),"Retailers, Apparel & Accessories Retailers",0.021,SGD ,665911.05
Pilgrim Partners Asia (Pte.) Ltd.,Hedge Fund,15 Mar 2023,29.6425%,224392511.0,0,LOW,F13,Fu Yu (F13),"Industrial Goods, Industrial Machinery & Equipment",0.18,SGD ,40390651.98
Ho (Nee Kit),Individual Investor,15 Mar 2023,2.9681%,22468388.0,"-1,100,000",LOW,F13,Fu Yu (F13),"Industrial Goods, Industrial Machinery & Equipment",0.18,SGD ,4044309.84
Tam (Wai),Individual Investor,15 Mar 2023,2.7256%,20632738.0,0,LOW,F13,Fu Yu (F13),"Industrial Goods, Industrial Machinery & Equipment",0.18,SGD ,3713892.84
Wong (Ghan),Individual Investor,15 Mar 2023,1.8070%,13679200.0,"6,074,200",LOW,F13,Fu Yu (F13),"Industrial Goods, Industrial Machinery & Equipment",0.18,SGD ,2462256.0
Ching (Heng Yang),Individual Investor,15 Mar 2023,1.4082%,10659738.0,"-4,874,900",LOW,F13,Fu Yu (F13),"Industrial Goods, Industrial Machinery & Equipment",0.18,SGD ,1918752.8399999999
Guoco Group Ltd,Corporation,31 Aug 2022,70.7212%,836896038.0,"-1,399,400",LOW,F17,GuocoLand (F17/GUOC.SI),"Real Estate, Real Estate Development & Operations",1.51,SGD ,1263713017.38
Fairbury Pte. Ltd.,Corporation,31 Aug 2022,6.2199%,73604933.0,0,-,F17,GuocoLand (F17/GUOC.SI),"Real Estate, Real Estate Development & Operations",1.51,SGD ,111143448.83
Kwek (Leng Hai),Individual Investor,21 Jul 2022,2.9822%,35290914.0,0,-,F17,GuocoLand (F17/GUOC.SI),"Real Estate, Real Estate Development & Operations",1.51,SGD ,53289280.14
Quek (Leng Chan),Individual Investor,31 Aug 2022,1.1267%,13333333.0,0,LOW,F17,GuocoLand (F17/GUOC.SI),"Real Estate, Real Estate Development & Operations",1.51,SGD ,20133332.830000002
"Dimensional Fund Advisors, L.P.",Investment Advisor/Hedge Fund,31 May 2023,0.5627%,6658600.0,"18,200",LOW,F17,GuocoLand (F17/GUOC.SI),"Real Estate, Real Estate Development & Operations",1.51,SGD ,10054486.0
Consistent Record Sdn Bhd,Corporation,14 Apr 2023,53.4902%,395194345.0,0,LOW,F1E,Low Keng Huat (F1E),"Industrial & Commercial Services, Construction & Engineering",0.39,SGD ,154125794.55
Low (Keng Boon),Individual Investor,14 Apr 2023,10.2561%,75773806.0,0,LOW,F1E,Low Keng Huat (F1E),"Industrial & Commercial Services, Construction & Engineering",0.39,SGD ,29551784.34
Estate of Low Keng Hoo,Other Insider Investor,14 Apr 2023,7.1587%,52889946.0,0,-,F1E,Low Keng Huat (F1E),"Industrial & Commercial Services, Construction & Engineering",0.39,SGD ,20627078.94
Lau (Choy Lay),Individual Investor,14 Apr 2023,3.1131%,23000000.0,0,LOW,F1E,Low Keng Huat (F1E),"Industrial & Commercial Services, Construction & Engineering",0.39,SGD ,8970000.0
Low (Chin Han),Individual Investor,14 Apr 2023,1.3535%,10000000.0,0,LOW,F1E,Low Keng Huat (F1E),"Industrial & Commercial Services, Construction & Engineering",0.39,SGD ,3900000.0
Kuok Brothers Sdn. Bhd.,Corporation,02 Mar 2023,18.4805%,1183381955.0,0,LOW,F34,Wilmar Intl (F34),"Food & Beverages, Food Processing",3.86,SGD ,4567854346.3
Kerry Group Ltd.,Corporation,02 Mar 2023,10.8114%,692300266.0,0,LOW,F34,Wilmar Intl (F34),"Food & Beverages, Food Processing",3.86,SGD ,2672279026.7599998
Archer-Daniels-Midland Co,Corporation,02 Mar 2023,9.6108%,615415916.0,0,LOW,F34,Wilmar Intl (F34),"Food & Beverages, Food Processing",3.86,SGD ,2375505435.7599998
ADM AG Holding Ltd.,Corporation,02 Mar 2023,5.5668%,356461795.0,0,LOW,F34,Wilmar Intl (F34),"Food & Beverages, Food Processing",3.86,SGD ,1375942528.7
Global Cocoa Holdings Ltd,Corporation,02 Mar 2023,5.5658%,356399775.0,0,LOW,F34,Wilmar Intl (F34),"Food & Beverages, Food Processing",3.86,SGD ,1375703131.5
"China Ocean Shipping Co., Ltd.",Corporation,17 Mar 2022,53.3468%,1194565488.0,0,LOW,F83,COSCO SHP SG (F83/COSC.SI),"Transportation, Marine Freight & Logistics",0.157,SGD ,187546781.616
"The Vanguard Group, Inc.",Investment Advisor/Hedge Fund,31 May 2023,1.1054%,24752042.0,0,LOW,F83,COSCO SHP SG (F83/COSC.SI),"Transportation, Marine Freight & Logistics",0.157,SGD ,3886070.594
"Dimensional Fund Advisors, L.P.",Investment Advisor/Hedge Fund,31 May 2023,0.7647%,17124200.0,"180,400",LOW,F83,COSCO SHP SG (F83/COSC.SI),"Transportation, Marine Freight & Logistics",0.157,SGD ,2688499.4
Norges Bank Investment Management (NBIM),Sovereign Wealth Fund,31 Dec 2022,0.4667%,10451639.0,"-18,959",LOW,F83,COSCO SHP SG (F83/COSC.SI),"Transportation, Marine Freight & Logistics",0.157,SGD ,1640907.323
Chua (Liak Chng Sc),Individual Investor,17 Mar 2022,0.3601%,8064000.0,"1,000,000",-,F83,COSCO SHP SG (F83/COSC.SI),"Transportation, Marine Freight & Logistics",0.157,SGD ,1266048.0
Tahir (Jonathan),Individual Investor,27 Jun 2022,86.3008%,1374313044.0,0,LOW,F86,MYP (F86/MYPL.SI),"Real Estate, Real Estate Development & Operations",0.044,SGD ,60469773.936
Mayapada Corporation Private Limited,Corporation,27 Jun 2022,2.8493%,45374250.0,0,-,F86,MYP (F86/MYPL.SI),"Real Estate, Real Estate Development & Operations",0.044,SGD ,1996467.0
Wing Harvest Ltd.,Corporation,27 Jun 2022,0.7128%,11351250.0,0,LOW,F86,MYP (F86/MYPL.SI),"Real Estate, Real Estate Development & Operations",0.044,SGD ,499455.0
Chu (Siew Hoong Christopher),Individual Investor,27 Jun 2022,0.2474%,3939000.0,0,-,F86,MYP (F86/MYPL.SI),"Real Estate, Real Estate Development & Operations",0.044,SGD ,173316.0
HT Offshore Pte. Ltd.,Corporation,27 Jun 2022,0.1256%,2000000.0,0,-,F86,MYP (F86/MYPL.SI),"Real Estate, Real Estate Development & Operations",0.044,SGD ,88000.0
TCC Assets Limited,Corporation,19 Dec 2022,58.9625%,858080062.0,0,-,F99,F & N (F99/FRNM.SI),"Food & Beverages, Food Processing",1.08,SGD ,926726466.96
Thai Beverage PCL,Corporation,01 Dec 2022,28.3395%,412423822.0,0,LOW,F99,F & N (F99/FRNM.SI),"Food & Beverages, Food Processing",1.08,SGD ,445417727.76000005
Thia (Cheng Song),Individual Investor,01 Dec 2022,0.0880%,1280000.0,0,LOW,F99,F & N (F99/FRNM.SI),"Food & Beverages, Food Processing",1.08,SGD ,1382400.0
Yeo (Wei Huang),Individual Investor,01 Dec 2022,0.0762%,1109000.0,0,LOW,F99,F & N (F99/FRNM.SI),"Food & Beverages, Food Processing",1.08,SGD ,1197720.0
Titular Roman Catholic Archbishop of Kuala Lumpur,Corporation,01 Dec 2022,0.0692%,1006720.0,0,-,F99,F & N (F99/FRNM.SI),"Food & Beverages, Food Processing",1.08,SGD ,1087257.6
Wong (Fong Fui),Individual Investor,16 Dec 2022,41.1541%,205798032.0,0,-,F9D,Boustead (F9D/BTSS.SI),"Industrial & Commercial Services, Construction & Engineering",0.835,SGD ,171841356.72
Fidelity Management &amp; Research Company LLC,Investment Advisor,11 Apr 2023,8.5248%,42629764.0,"-5,211,067",LOW,F9D,Boustead (F9D/BTSS.SI),"Industrial & Commercial Services, Construction & Engineering",0.835,SGD ,35595852.94
iFAST Financial Pte. Ltd.,Corporation,17 Jun 2022,2.6716%,13359680.0,"509,900",LOW,F9D,Boustead (F9D/BTSS.SI),"Industrial & Commercial Services, Construction & Engineering",0.835,SGD ,11155332.799999999
EdenTree Investment Management Limited,Investment Advisor,31 Mar 2023,2.0454%,10228400.0,"-771,600",LOW,F9D,Boustead (F9D/BTSS.SI),"Industrial & Commercial Services, Construction & Engineering",0.835,SGD ,8540714.0
Tan (Cheng Hoong Helen),Individual Investor,17 Jun 2022,1.0331%,5166000.0,0,-,F9D,Boustead (F9D/BTSS.SI),"Industrial & Commercial Services, Construction & Engineering",0.835,SGD ,4313610.0
Polaris Nine Pte. Ltd.,Corporation,20 Sep 2021,36.5311%,1590620518.0,0,-,FQ7,Jasper Inv (FQ7),"Energy - Fossil Fuels, Oil Related Services and Equipme",0.002,SGD ,3181241.036
Triton Investments No. 9 Pte. Ltd,Corporation,20 Sep 2021,7.8540%,341975400.0,"341,975,400",-,FQ7,Jasper Inv (FQ7),"Energy - Fossil Fuels, Oil Related Services and Equipme",0.002,SGD ,683950.8
Phang (Chung Wah),Individual Investor,20 Sep 2021,3.4669%,150953077.0,"-8,300,000",-,FQ7,Jasper Inv (FQ7),"Energy - Fossil Fuels, Oil Related Services and Equipme",0.002,SGD ,301906.154
Sirius Nine Pte. Ltd.,Corporation,20 Sep 2021,3.0313%,131988584.0,0,-,FQ7,Jasper Inv (FQ7),"Energy - Fossil Fuels, Oil Related Services and Equipme",0.002,SGD ,263977.168
Cyber Express Enterprises Ltd,Corporation,20 Sep 2021,0.9187%,40000000.0,0,-,FQ7,Jasper Inv (FQ7),"Energy - Fossil Fuels, Oil Related Services and Equipme",0.002,SGD ,80000.0
Lee (Miun Kam Bernard),Individual Investor,28 Dec 2022,27.1131%,48701500.0,0,-,FRQ,Sing Paincare (FRQ),"Healthcare Services, Healthcare Facilities & Services",0.177,SGD ,8620165.5
Sian Chay Medical Institution,Corporation,29 Dec 2022,16.3045%,29286725.0,0,-,FRQ,Sing Paincare (FRQ),"Healthcare Services, Healthcare Facilities & Services",0.177,SGD ,5183750.325
Loh (Foo Keong Jeffey),Individual Investor,28 Dec 2022,15.5063%,27853000.0,"193,300",-,FRQ,Sing Paincare (FRQ),"Healthcare Services, Healthcare Facilities & Services",0.177,SGD ,4929981.0
Jitendra (Kumar Sen),Individual Investor,22 Sep 2022,7.0410%,12647250.0,0,-,FRQ,Sing Paincare (FRQ),"Healthcare Services, Healthcare Facilities & Services",0.177,SGD ,2238563.25
Wong (Shing Yip),Individual Investor,16 Sep 2022,4.3782%,7864290.0,0,-,FRQ,Sing Paincare (FRQ),"Healthcare Services, Healthcare Facilities & Services",0.177,SGD ,1391979.3299999998
Oversea-Chinese Banking Corporation Ltd,Investment Advisor,19 Jun 2023,88.4035%,418430759.0,"2,352,800",LOW,G07,Great Eastern (G07/GELA.SI),"Insurance, Life & Health Insurance",17.7,SGD ,7406224434.299999
Wong (Hong Sun),Individual Investor,01 Mar 2023,0.6785%,3211500.0,"10,500",LOW,G07,Great Eastern (G07/GELA.SI),"Insurance, Life & Health Insurance",17.7,SGD ,56843550.0
Kuchai Development Bhd,Corporation,01 Mar 2023,0.6406%,3032000.0,0,LOW,G07,Great Eastern (G07/GELA.SI),"Insurance, Life & Health Insurance",17.7,SGD ,53666400.0
Wong (Hong Yen),Individual Investor,01 Mar 2023,0.4246%,2009868.0,0,LOW,G07,Great Eastern (G07/GELA.SI),"Insurance, Life & Health Insurance",17.7,SGD ,35574663.6
Sungei Bagan Rubber Company (Malaya) Bhd,Corporation,01 Mar 2023,0.3662%,1733120.0,0,LOW,G07,Great Eastern (G07/GELA.SI),"Insurance, Life & Health Insurance",17.7,SGD ,30676224.0
Yong (Kin Sen),Individual Investor,08 Dec 2022,19.7806%,48213994.0,0,-,G0I,Nam Lee Metal (G0I/NLPM.SI),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.31,SGD ,14946338.14
Yong (Poon Miew),Individual Investor,08 Dec 2022,19.4356%,47373181.0,0,-,G0I,Nam Lee Metal (G0I/NLPM.SI),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.31,SGD ,14685686.11
Yong (Koon Chin),Individual Investor,08 Dec 2022,19.3160%,47081502.0,0,-,G0I,Nam Lee Metal (G0I/NLPM.SI),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.31,SGD ,14595265.62
Yeoman Capital Management Pte. Ltd.,Hedge Fund,08 Dec 2022,5.5226%,13461000.0,"375,000",LOW,G0I,Nam Lee Metal (G0I/NLPM.SI),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.31,SGD ,4172910.0
Kwa (Ching Tze),Individual Investor,08 Dec 2022,1.6411%,4000050.0,0,-,G0I,Nam Lee Metal (G0I/NLPM.SI),"Cyclical Consumer Products, Construction Supplies & Fixtures",0.31,SGD ,1240015.5
Genting Bhd,Corporation,01 Mar 2023,52.5369%,6353828069.0,0,LOW,G13,Genting Sing (G13/GENS.SI),"Cyclical Consumer Services, Casinos & Gaming",0.935,SGD ,5940829244.515
"The Vanguard Group, Inc.",Investment Advisor/Hedge Fund,31 May 2023,1.3782%,166685531.0,"1,128,300",LOW,G13,Genting Sing (G13/GENS.SI),"Cyclical Consumer Services, Casinos & Gaming",0.935,SGD ,155850971.485
"BlackRock Institutional Trust Company, N.A.",Investment Advisor,31 May 2023,1.2719%,153820289.0,"40,272,900",LOW,G13,Genting Sing (G13/GENS.SI),"Cyclical Consumer Services, Casinos & Gaming",0.935,SGD ,143821970.215
Norges Bank Investment Management (NBIM),Sovereign Wealth Fund,31 Dec 2022,0.8378%,101327716.0,"15,725,733",LOW,G13,Genting Sing (G13/GENS.SI),"Cyclical Consumer Services, Casinos & Gaming",0.935,SGD ,94741414.46000001
Boston Partners,Investment Advisor/Hedge Fund,30 Apr 2023,0.5707%,69022100.0,"270,200",LOW,G13,Genting Sing (G13/GENS.SI),"Cyclical Consumer Services, Casinos & Gaming",0.935,SGD ,64535663.5
Gold Peak Technology Group Ltd,Corporation,20 Jun 2022,79.4268%,414098443.0,0,-,G20,GP Industries (G20/GPEI.SI),"Industrial Goods, Electrical Components & Equipment",0.63,SGD ,260882019.09
Ablewood International Limited,Corporation,20 Jun 2022,1.1182%,5830000.0,0,-,G20,GP Industries (G20/GPEI.SI),"Industrial Goods, Electrical Components & Equipment",0.63,SGD ,3672900.0
Li (Yiu Cheung Brian),Individual Investor,20 Jun 2022,0.2810%,1465000.0,0,-,G20,GP Industries (G20/GPEI.SI),"Industrial Goods, Electrical Components & Equipment",0.63,SGD ,922950.0
Koh (Beng Ling),Individual Investor,20 Jun 2022,0.2363%,1232100.0,"1,232,100",-,G20,GP Industries (G20/GPEI.SI),"Industrial Goods, Electrical Components & Equipment",0.63,SGD ,776223.0
Ng (Poh Mui),Individual Investor,20 Jun 2022,0.1631%,850100.0,"19,500",-,G20,GP Industries (G20/GPEI.SI),"Industrial Goods, Electrical Components & Equipment",0.63,SGD ,535563.0
Lim (Kok Thay),Individual Investor,16 Sep 2022,28.4941%,52609994.0,0,LOW,G50,Grand Banks (G50/GBYL.SI),"Cyclical Consumer Products, Recreational Products",0.31,SGD ,16309098.14
Willimbury Pty Ltd,Corporation,16 Sep 2022,14.1332%,26094800.0,0,-,G50,Grand Banks (G50/GBYL.SI),"Cyclical Consumer Products, Recreational Products",0.31,SGD ,8089388.0
Arminella Pty. Ltd.,Corporation,16 Sep 2022,9.6438%,17805778.0,"700,000",-,G50,Grand Banks (G50/GBYL.SI),"Cyclical Consumer Products, Recreational Products",0.31,SGD ,5519791.18
Richards (Mark Jonathan),Individual Investor,16 Sep 2022,5.9715%,11025400.0,0,-,G50,Grand Banks (G50/GBYL.SI),"Cyclical Consumer Products, Recreational Products",0.31,SGD ,3417874.0
Goh (Guan Siong),Individual Investor,16 Sep 2022,2.1681%,4003100.0,"52,000",LOW,G50,Grand Banks (G50/GBYL.SI),"Cyclical Consumer Products, Recreational Products",0.31,SGD ,1240961.0
China National Aviation Fuel Group Corporation Limited,Corporation,08 Mar 2023,50.9514%,441332912.0,0,LOW,G92,China Aviation (G92),"Transportation, Airport Services",0.945,SGD ,417059601.84
BP Investments Asia Ltd.,Corporation,08 Mar 2023,20.0277%,173476942.0,0,LOW,G92,China Aviation (G92),"Transportation, Airport Services",0.945,SGD ,163935710.19
"Dimensional Fund Advisors, L.P.",Investment Advisor/Hedge Fund,31 May 2023,0.7320%,6340399.0,"33,300",LOW,G92,China Aviation (G92),"Transportation, Airport Services",0.945,SGD ,5991677.055
Lee (Fook Choy),Individual Investor,08 Mar 2023,0.3694%,3200000.0,0,LOW,G92,China Aviation (G92),"Transportation, Airport Services",0.945,SGD ,3024000.0
Jack Investment Pte Ltd,Corporation,08 Mar 2023,0.2315%,2005100.0,0,LOW,G92,China Aviation (G92),"Transportation, Airport Services",0.945,SGD ,1894819.5
Trident Trust Company (Singapore) Pte Ltd,Corporation,30 Dec 2022,84.0540%,140940800.0,0,-,GIH,LHN Logistics (GIH),"Transportation, Ground Freight & Logistics",0.22,SGD ,31006976.0
Eagle Liner Shipping Agencies Pte Ltd,Corporation,30 Dec 2022,1.7891%,3000000.0,"3,000,000",-,GIH,LHN Logistics (GIH),"Transportation, Ground Freight & Logistics",0.22,SGD ,660000.0
Ho (Juat Keng),Individual Investor,30 Dec 2022,0.9168%,1537200.0,"1,537,200",-,GIH,LHN Logistics (GIH),"Transportation, Ground Freight & Logistics",0.22,SGD ,338184.0
PrimePartners Corporate Finance Pte Ltd,Corporation,30 Dec 2022,0.8946%,1500000.0,"1,500,000",-,GIH,LHN Logistics (GIH),"Transportation, Ground Freight & Logistics",0.22,SGD ,330000.0
Ng (Hock Kon),Individual Investor,30 Dec 2022,0.8767%,1470000.0,"1,470,000",LOW,GIH,LHN Logistics (GIH),"Transportation, Ground Freight & Logistics",0.22,SGD ,323400.0
Evgeny (Tugolukov),Individual Investor,29 Mar 2022,78.1912%,117500000.0,0,-,GRQ,Don Agro (GRQ/DONA.SI),"Food & Beverages, Fishing & Farming",0.19,SGD ,22325000.0
Marat (Devlet Kildeyev),Individual Investor,21 Jan 2022,4.9909%,7500000.0,0,-,GRQ,Don Agro (GRQ/DONA.SI),"Food & Beverages, Fishing & Farming",0.19,SGD ,1425000.0
PrimePartners Corporate Finance Pte Ltd,Corporation,29 Mar 2022,1.2912%,1940300.0,"-332,400",-,GRQ,Don Agro (GRQ/DONA.SI),"Food & Beverages, Fishing & Farming",0.19,SGD ,368657.0
Kwok (Seng Loon),Individual Investor,29 Mar 2022,0.1331%,200000.0,"200,000",-,GRQ,Don Agro (GRQ/DONA.SI),"Food & Beverages, Fishing & Farming",0.19,SGD ,38000.0
Rosli Lim Abdullah,Individual Investor,29 Mar 2022,0.1190%,178800.0,"178,800",-,GRQ,Don Agro (GRQ/DONA.SI),"Food & Beverages, Fishing & Farming",0.19,SGD ,33972.0
Cai (Kaoqun),Individual Investor,23 Jun 2022,30.0351%,123084000.0,0,-,GU5,ChinaKundaTech (GU5/CKUN.SI),"Chemicals, Commodity Chemicals",0.012,SGD ,1477008.0
Good Moral Technology Limited,Corporation,23 Jun 2022,4.6852%,19200000.0,0,-,GU5,ChinaKundaTech (GU5/CKUN.SI),"Chemicals, Commodity Chemicals",0.012,SGD ,230400.0
Cherry Equity Partners Ltd.,Corporation,23 Jun 2022,3.1779%,13023000.0,0,-,GU5,ChinaKundaTech (GU5/CKUN.SI),"Chemicals, Commodity Chemicals",0.012,SGD ,156276.0
Kok (Tat Onn),Individual Investor,23 Jun 2022,1.3057%,5350946.0,"5,350,946",-,GU5,ChinaKundaTech (GU5/CKUN.SI),"Chemicals, Commodity Chemicals",0.012,SGD ,64211.352
Ching (Ka Lun),Individual Investor,23 Jun 2022,1.1959%,4901000.0,"4,901,000",-,GU5,ChinaKundaTech (GU5/CKUN.SI),"Chemicals, Commodity Chemicals",0.012,SGD ,58812.0
Wee Investments Pte. Ltd.,Corporation,06 Mar 2023,28.4178%,62907926.0,0,LOW,H02,Haw Par (H02/HPAR.SI),"Pharmaceuticals & Medical Research, Pharmaceuticals",9.21,SGD ,579381998.46
